geometry,access,source,note,leisure,name,nodes,wikidata,addr:city,addr:country,addr:postcode,addr:street,description,golf:course,golf:par,phone,website,addr:housenumber,addr:housename,start_date,source:name,wikipedia,email,alt_name,postal_code,fhrs:id,not:addr:postcode,opening_hours,source:address,name:en,surface,old_name,operator,source:addr,golf,fixme,charge,fee,ways,type
"POLYGON ((-0.0637744 51.3755308, -0.0628731 51.3757578, -0.0625403 51.3758381, -0.0619367 51.3759836, -0.0616942 51.3754546, -0.0614958 51.3750443, -0.0615295 51.3740924, -0.061759 51.3730885, -0.0606635 51.3728842, -0.0595413 51.3722881, -0.0572067 51.3717932, -0.0568775 51.3713805, -0.0568701 51.3713712, -0.0565124 51.3707839, -0.0543763 51.3672758, -0.0545585 51.3672099, -0.0546101 51.3671619, -0.0545956 51.3671014, -0.0542519 51.3667062, -0.0548166 51.3665681, -0.055486 51.3664373, -0.0561764 51.366299, -0.0562366 51.3664338, -0.0567042 51.3664346, -0.0569131 51.3665111, -0.0573534 51.3664253, -0.0574245 51.36653, -0.0602178 51.365836, -0.0604644 51.3657503, -0.0615567 51.3668905, -0.0621281 51.3668052, -0.0623571 51.3668161, -0.0625554 51.3668603, -0.0627199 51.3669363, -0.0630401 51.3672768, -0.064354 51.3670388, -0.0644633 51.3673824, -0.0645173 51.3675127, -0.0645497 51.3676738, -0.0645236 51.3678123, -0.0643505 51.367912, -0.0640115 51.3680373, -0.0634028 51.368146, -0.0626267 51.3683158, -0.0626367 51.3683793, -0.0627674 51.3692051, -0.063374 51.368974, -0.0636495 51.3688447, -0.0641127 51.3686838, -0.0645327 51.3685137, -0.0649777 51.3683292, -0.0650789 51.3689977, -0.0644789 51.3691918, -0.0642566 51.3694271, -0.0636628 51.3700381, -0.0642444 51.371881, -0.0641807 51.3719198, -0.063949 51.3725514, -0.0634913 51.3725826, -0.0634589 51.3726138, -0.0635767 51.3730912, -0.0635497 51.3734291, -0.063584 51.3740465, -0.0634928 51.3749913, -0.0636114 51.3752219, -0.0637744 51.3755308))",,,,golf_course,Shirley Park Golf Club,"[34912184, 1811895768, 1811895776, 61084767, 101456957, 101456958, 1811868282, 101456953, 101456954, 101456955, 101456956, 2661543776, 33459691, 2016539005, 2016538953, 2661543710, 2661543707, 2016538938, 97934469, 1811867224, 2661543658, 1803041624, 2016538888, 2661543656, 34912191, 1803041661, 95136604, 95136605, 1811867019, 1811867245, 1811867230, 1811867231, 1811867242, 1811867270, 1811867354, 1811867288, 34912193, 1811867404, 1811867449, 1811867480, 1811867519, 1811867532, 1811867572, 1811867616, 1811867627, 1811867869, 1811867796, 1811867762, 1811867744, 1811867679, 1811867622, 1934455859, 34912194, 95139836, 34912195, 34912196, 1934455878, 1934455880, 1934455882, 34912197, 1934455887, 1934455888, 1934455894, 97932740, 1811895670, 34912184]",,,,,,,,,,,,,,,,,,,,,"Tu-Sa 08:00-23:00; Su,Mo 08:00-22:00",,,,,,,,,,,,
"POLYGON ((-0.2623781 51.6294404, -0.2620449 51.6283349, -0.2618991 51.6278858, -0.2617227 51.6275082, -0.2586356 51.6283209, -0.2579927 51.6282596, -0.2575711 51.6280257, -0.2572127 51.6283024, -0.2563973 51.628004, -0.2545863 51.6273434, -0.2545383 51.6273389, -0.2544714 51.6285485, -0.2544 51.6294232, -0.2543967 51.6294636, -0.2543767 51.6302412, -0.254207 51.6310035, -0.2541122 51.6315179, -0.2540721 51.6318071, -0.2540139 51.6321061, -0.2542773 51.6321278, -0.2545863 51.6328257, -0.2548008 51.6336088, -0.2553029 51.633848, -0.2558178 51.6339346, -0.2564616 51.6341343, -0.2566332 51.6343008, -0.2574164 51.6346604, -0.258264 51.6348069, -0.2581826 51.6356545, -0.2581397 51.6363524, -0.2583113 51.6366507, -0.2587491 51.6368904, -0.2590709 51.6375806, -0.2590984 51.6376099, -0.2594065 51.6379384, -0.2594466 51.6379615, -0.2596498 51.6381272, -0.2597091 51.6381756, -0.2600133 51.6383057, -0.2603882 51.6382214, -0.2610493 51.6377534, -0.2614356 51.6373751, -0.2615214 51.6370555, -0.2615643 51.6367039, -0.2624312 51.6371088, -0.2630406 51.6376202, -0.2639504 51.6381848, -0.2645551 51.6385156, -0.2653064 51.6387218, -0.2655435 51.6388531, -0.2657368 51.6389471, -0.2659438 51.6388879, -0.2663537 51.6387015, -0.2662077 51.6381049, -0.2655125 51.6373219, -0.2648602 51.6368105, -0.2640791 51.6362991, -0.2634354 51.6358942, -0.2629548 51.635548, -0.2625943 51.6353189, -0.2621308 51.634978, -0.2627402 51.6343067, -0.2633496 51.6339018, -0.2643432 51.6337103, -0.2637518 51.6329926, -0.2630128 51.6317326, -0.2627095 51.6306891, -0.2623781 51.6294404))",,,,golf_course,Mill Hill Golf Course,"[106255383, 2090036482, 2090036490, 2090036483, 106255384, 2090036491, 2090036476, 106255386, 106256313, 106255388, 2090019044, 106255390, 7551833914, 7551833915, 2090019024, 7551827941, 7551827939, 106255391, 2090019025, 87036241, 87036242, 87036244, 87036246, 813262925, 813262927, 87036247, 87036250, 87036251, 87036253, 87036255, 87036256, 87036257, 87036258, 6574125585, 87036433, 6574125582, 87036435, 6574125587, 6574125579, 87036437, 87036439, 87036442, 87036443, 87036446, 87036449, 87036451, 87036454, 87036455, 87036456, 6574125342, 6574125341, 87036459, 106255392, 87036463, 87036466, 87036467, 87036469, 87036472, 87036473, 106255394, 87036477, 87036479, 87036482, 2090515045, 2090515042, 106255397, 2090036481, 106255383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1219946 51.3221263, -0.1227515 51.3220099, -0.122743 51.3219896, -0.1227345 51.3219696, -0.1241152 51.3217697, -0.1244376 51.3216998, -0.1256287 51.3210837, -0.127013 51.3211897, -0.1263655 51.3201836, -0.1261287 51.3198156, -0.1255202 51.31887, -0.1254289 51.3187281, -0.1252328 51.3183544, -0.1247176 51.3173034, -0.1244463 51.3168016, -0.1237245 51.3157501, -0.1232543 51.315004, -0.1228573 51.3142124, -0.1220729 51.3122377, -0.1218229 51.3115035, -0.1217164 51.311487, -0.1215382 51.311064, -0.1214875 51.3109202, -0.1213498 51.3105295, -0.1212064 51.3105419, -0.120951 51.3098974, -0.1205615 51.3097095, -0.1206545 51.3092838, -0.1191897 51.3091836, -0.1189462 51.3091799, -0.1186058 51.3092167, -0.11826 51.3094924, -0.1171853 51.3104381, -0.1170692 51.3106156, -0.1171662 51.3106493, -0.1172831 51.3108121, -0.1173108 51.3110377, -0.1172596 51.3114712, -0.1172765 51.3118449, -0.1173826 51.3126169, -0.1175124 51.3132022, -0.1176479 51.3135535, -0.1177732 51.3138306, -0.1178717 51.3139572, -0.1188706 51.3152476, -0.1190414 51.3154154, -0.1190792 51.3155381, -0.1191203 51.3155782, -0.1192532 51.3158221, -0.1192517 51.3158374, -0.1192453 51.3158481, -0.1189785 51.3159258, -0.118943 51.3159662, -0.1189184 51.3160403, -0.1189402 51.31613, -0.1189997 51.3162223, -0.1190394 51.3162887, -0.1192101 51.3164071, -0.1192797 51.3164737, -0.1196489 51.3168533, -0.1196785 51.3169699, -0.1197136 51.3175621, -0.119744 51.3176042, -0.1197908 51.3176345, -0.1199395 51.3176684, -0.1200012 51.3176908, -0.120247 51.3179924, -0.1203652 51.3180874, -0.1204119 51.3182404, -0.120357 51.3185957, -0.1204069 51.3189692, -0.1203209 51.3191591, -0.1202214 51.3191943, -0.1200534 51.3192356, -0.1199975 51.3192377, -0.1199675 51.319226, -0.1199072 51.3190775, -0.1196734 51.3191173, -0.1197919 51.3193655, -0.1197958 51.3194344, -0.1197837 51.3194547, -0.1197519 51.3194777, -0.1196121 51.3195218, -0.1196519 51.3195712, -0.1196551 51.3196774, -0.1197432 51.3198936, -0.1198168 51.3200212, -0.1199244 51.3201736, -0.120084 51.3203605, -0.1202264 51.3204409, -0.1203479 51.3205317, -0.12089 51.3210141, -0.1209313 51.3210202, -0.1209674 51.3210338, -0.1210008 51.3210586, -0.121099 51.321325, -0.1211648 51.3214349, -0.1212376 51.3216025, -0.1212771 51.3216022, -0.1213017 51.3216165, -0.1213746 51.3217279, -0.1215174 51.3218956, -0.1217271 51.3220994, -0.1218159 51.322118, -0.1219946 51.3221263))",,,,golf_course,Coulsdon Manor & Golf Club,"[2245388295, 2245388264, 2245388256, 2245388251, 2245388199, 1813230267, 1813230251, 130213973, 9651827668, 2378180752, 2378180710, 130213972, 130213971, 130213970, 130213969, 130213966, 130213965, 130213964, 130213963, 9651558801, 9651558800, 1920523570, 2245386583, 1920523535, 130213962, 1920523525, 130213961, 130213960, 130213952, 130214579, 1920523440, 1920523480, 130213523, 2245386575, 2245386577, 2245386582, 2245386587, 2245386596, 130213524, 130213525, 130213526, 130213527, 130213528, 130213529, 2245386826, 2245386846, 2245386864, 2245386867, 2245386910, 2245386915, 130213530, 2245386953, 2245386964, 2245386996, 130213531, 2245387071, 2245387102, 2245387138, 2245387160, 130213532, 2245387270, 2245387487, 2245387495, 130213533, 2245387520, 130213534, 2245387565, 2245387580, 130213535, 2245387676, 130213536, 130213537, 2245387797, 2245387807, 2245387808, 2245387805, 2245387789, 2245387790, 2245387817, 2245387822, 2245387827, 2245387830, 2245387836, 2245387841, 2245387848, 130213538, 2245387880, 2245387895, 2245387932, 2245387946, 130213539, 2245388049, 2245388051, 2245388053, 2245388056, 2245388097, 2245388133, 2245388166, 2245388165, 2245388172, 2245388188, 2245388232, 2245388287, 2245388291, 2245388295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2663578 51.4746722, -0.2628983 51.4743021, -0.2615524 51.4741493, -0.260027 51.4736531, -0.2588067 51.4722473, -0.2587985 51.4721263, -0.2595896 51.4720298, -0.2611205 51.4719585, -0.2618529 51.4719769, -0.263385 51.4721932, -0.2638788 51.4721832, -0.2642862 51.4723013, -0.2644243 51.472339, -0.2654758 51.4726258, -0.2678731 51.4737073, -0.2679538 51.4737955, -0.2679086 51.4738745, -0.2674608 51.4740295, -0.2668234 51.4745276, -0.2667941 51.474525, -0.266764 51.4745223, -0.2667491 51.474521, -0.2664051 51.4744825, -0.2663762 51.4745975, -0.2663578 51.4746722))",,,,golf_course,Dukes Meadow Golf Course,"[130730277, 130730280, 130730467, 130730464, 130730462, 130730370, 8301242541, 130730316, 130730320, 130730325, 130730341, 130730328, 6335325514, 130730332, 130730336, 9459167715, 9459167714, 9459167713, 8089924383, 9459195935, 9459195936, 9459167708, 8089924382, 8089924381, 130730277]",,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.154557 51.5684954, 0.1559195 51.5684353, 0.1559636 51.5679067, 0.1575862 51.5678408, 0.1598801 51.5678874, 0.159918 51.5683695, 0.1620539 51.5684634, 0.1620287 51.5677918, 0.1633807 51.567805, 0.1633525 51.5675336, 0.1638604 51.56751, 0.1638604 51.5671948, 0.1638604 51.5659415, 0.1630966 51.5659095, 0.1613628 51.5658401, 0.160513 51.5659788, 0.1599895 51.5659682, 0.1595689 51.5660215, 0.1594144 51.5660108, 0.1581441 51.5656854, 0.156376 51.5650024, 0.1557379 51.563635, 0.1556896 51.5636116, 0.1554754 51.5633715, 0.1553956 51.5633649, 0.1553684 51.5634674, 0.1551182 51.564078, 0.1545998 51.5652862, 0.1544126 51.5657369, 0.1542646 51.5660322, 0.1541702 51.5661549, 0.1538221 51.5664883, 0.1546755 51.5666696, 0.1546076 51.5676875, 0.1546309 51.5676866, 0.1546312 51.5680161, 0.1545804 51.5680139, 0.154557 51.5684954))",,,,golf_course,Crowlands Heath Golf Course,"[173665767, 173665769, 173665771, 173665773, 173665776, 173665777, 173665778, 173665779, 173665780, 173665781, 173665782, 8066144123, 173665784, 173665788, 173665789, 173665792, 173665794, 173665797, 173665799, 173665802, 173665804, 7918176347, 173665807, 9219711468, 173665809, 9219711471, 9219711472, 9219711473, 9219711474, 173665811, 173665812, 173665813, 173665815, 10310811598, 10310811599, 10310811600, 10310811597, 173665767]",Q5189248,London Borough of Barking and Dagenham,,RM8 1JX,Wood Lane,9 hole Par 32,9_hole,32,+44 20 8984 7373,http://www.crowlandsheath.co.uk/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2225537 51.3408305, -0.222614 51.3408784, -0.2228357 51.3410544, -0.2229459 51.341131, -0.2234194 51.3414458, -0.2243225 51.3420467, -0.2259354 51.3431199, -0.2281797 51.3421975, -0.2293036 51.3417279, -0.2290768 51.3413184, -0.2238277 51.3399645, -0.2236575 51.3399206, -0.2233015 51.339838, -0.2244105 51.3365284, -0.2247208 51.3360773, -0.2237548 51.3359613, -0.2229661 51.3364441, -0.2224859 51.3369086, -0.2222789 51.3377634, -0.2219014 51.3388091, -0.2198314 51.3372768, -0.2183587 51.3365247, -0.2179464 51.3361247, -0.2174655 51.3349134, -0.2180769 51.3341349, -0.2160772 51.3331743, -0.2155559 51.3326537, -0.2154015 51.3323207, -0.2158571 51.3320844, -0.215507 51.331661, -0.2153182 51.3313392, -0.2154708 51.3312655, -0.215937 51.3313303, -0.2177849 51.3321621, -0.218189 51.3327183, -0.2186275 51.333013, -0.2203903 51.333818, -0.2217383 51.3343209, -0.2240315 51.3351445, -0.2240823 51.3350821, -0.2236262 51.334479, -0.2209138 51.3325892, -0.2205006 51.3320102, -0.2167773 51.3307654, -0.2158761 51.3305884, -0.2150006 51.330803, -0.2147345 51.3308995, -0.2141594 51.33039, -0.2140682 51.3304993, -0.2125401 51.3323312, -0.2136009 51.3337196, -0.2146315 51.3350984, -0.2140073 51.3354246, -0.2133846 51.3357221, -0.213127 51.3359133, -0.2129489 51.336084, -0.2128923 51.3362157, -0.2129365 51.336325, -0.2130509 51.3363833, -0.2132519 51.3364348, -0.2136273 51.3363961, -0.2140733 51.3366942, -0.2142453 51.3369163, -0.2145457 51.3378171, -0.2149106 51.3382909, -0.2158589 51.3395222, -0.2159377 51.3397148, -0.2161576 51.3402529, -0.2168742 51.3420055, -0.2169747 51.3422513, -0.2171999 51.3421159, -0.2196955 51.340616, -0.2203564 51.3405088, -0.2218413 51.3404927, -0.2220108 51.3405676, -0.2222667 51.3405994, -0.2223743 51.340686, -0.2225537 51.3408305))",,,,golf_course,Cuddington Golf Course,"[183955464, 345382222, 247858939, 247908852, 247858938, 345382251, 183955465, 7985832639, 183955466, 183955467, 345382287, 251384003, 3831133151, 249511781, 183955469, 9626943617, 183955470, 9626875313, 9626875312, 183955471, 9626943704, 9626943703, 183955472, 2374909463, 183955473, 9626943701, 183955474, 9626943696, 9626943695, 183955475, 183955476, 183955477, 249511782, 183955478, 9626943697, 183955479, 9626943698, 183955480, 183955482, 9626943699, 183955483, 9626943700, 183955484, 183955485, 183955486, 183955487, 183955488, 183962261, 345009411, 9626943705, 266157165, 183955493, 6327789543, 345382161, 6327789546, 345382158, 6327789537, 183955495, 6327789538, 183955496, 183955497, 345382150, 183955498, 183955500, 345382201, 183955502, 345382129, 345382128, 345382210, 183955504, 345382213, 183955505, 183955506, 183955507, 3831133118, 251384000, 3831133116, 183955464]",,Banstead,,SM7 1RD,Banstead Road,18 hole Par 71,18_hole,71,+44 20 8393 0952,https://www.cuddingtongc.co.uk/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2130184 51.3357095, -0.2128487 51.3357002, -0.2112698 51.3363648, -0.2042722 51.3393064, -0.2036546 51.339557, -0.2035227 51.3396128, -0.2033827 51.3396721, -0.2031108 51.3397872, -0.2025677 51.3400049, -0.2022564 51.3401153, -0.2021506 51.3401394, -0.2020323 51.3399395, -0.2019698 51.3397731, -0.2019413 51.3395964, -0.2018576 51.3394641, -0.2018175 51.3393803, -0.2015063 51.3392157, -0.2012282 51.3391078, -0.2005454 51.3390169, -0.2004021 51.3390007, -0.1997843 51.3389264, -0.2000011 51.3380575, -0.2003058 51.3354983, -0.2007098 51.3336988, -0.2014136 51.3323314, -0.2021174 51.3316074, -0.2035164 51.3306957, -0.2055163 51.3299449, -0.2071471 51.3295427, -0.208493 51.3293943, -0.2086062 51.3293818, -0.2103051 51.3292798, -0.2109837 51.3294748, -0.2110145 51.3297161, -0.2122196 51.3299264, -0.2125395 51.3299508, -0.2133431 51.3298841, -0.2141594 51.33039, -0.2125401 51.3323312, -0.2123733 51.332525, -0.2120738 51.332873, -0.2120006 51.3330255, -0.2118678 51.333302, -0.2129658 51.3354113, -0.2130184 51.3357095))",,sign/guess,,golf_course,Banstead Downs Golf Club,"[345382186, 292139402, 2619932427, 345009624, 1809190063, 5585379205, 5585379203, 5585379201, 5585379215, 1809190044, 1809190020, 5585379210, 5586107584, 5585379212, 183962242, 5585379124, 5585379125, 240981871, 5585379123, 2756049654, 2756049652, 2268065990, 2268065936, 183962246, 183962247, 183962248, 183962249, 183962251, 183962252, 2756048994, 183962253, 183962254, 345010703, 183962255, 345009982, 183962257, 183962259, 183962261, 183955492, 345009412, 183962263, 345009413, 183962265, 345009414, 345382186]",,Belmont,,SM2 7DD,Burdon Lane,18 hole Par 71,18_hole,71,+44 20 8642 2284,http://www.bansteaddowns.com/,,,,,,golf@bansteaddowns.com,,,,,,,,,,,,,,,,,
"POLYGON ((0.253135 51.5641797, 0.2538303 51.564105, 0.2537358 51.5639449, 0.2577441 51.5635981, 0.2580102 51.564249, 0.256594 51.5645532, 0.2540877 51.564964, 0.2538217 51.5649907, 0.253135 51.5641797))",,,Closed since 2020; planning sought,golf_course,Upminster Pitch and Putt,"[191046778, 191046779, 191046780, 191046781, 191046782, 191046784, 191046785, 191046786, 191046778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2270087 51.605613, -0.2273396 51.60618, -0.2273251 51.6062841, -0.227236 51.6063023, -0.2266868 51.6064146, -0.2252616 51.606826, -0.2251123 51.6068052, -0.2243175 51.6065675, -0.2235993 51.6067522, -0.2231336 51.6068374, -0.2228169 51.6065523, -0.2226718 51.6063105, -0.2226524 51.6061002, -0.2229638 51.605862, -0.2220804 51.6059419, -0.2216653 51.6051493, -0.2240503 51.6046714, -0.2248349 51.6045008, -0.2257361 51.6043209, -0.2264965 51.6057093, -0.2270087 51.605613))",,,,golf_course,Metro Golf Centre,"[199845564, 199845571, 199845573, 3581512356, 199845576, 199845580, 3581512381, 199835476, 199845585, 199845588, 199845591, 199845594, 2087939309, 199845597, 199845600, 199845603, 199845607, 199845610, 199845612, 199845614, 199845564]",,,,,,,,,+44 20 8202 1202,https://metrogolfcentre.co.uk/,,,,,,info@metrogolfcentre.co.uk,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2517062 51.4092047, -0.2528805 51.409755, -0.2532924 51.4099459, -0.2537115 51.409887, -0.2552953 51.4096833, -0.2557379 51.4096467, -0.2565459 51.4095829, -0.2574346 51.409507, -0.2580934 51.409468, -0.2583122 51.4095001, -0.2585882 51.4095132, -0.2587292 51.4099445, -0.2576551 51.4100518, -0.2577059 51.4106985, -0.2578452 51.4110137, -0.2578933 51.4112673, -0.2579644 51.4115544, -0.2580062 51.4122458, -0.2581348 51.4127657, -0.258147 51.4128796, -0.2569952 51.413511, -0.2572301 51.4137328, -0.257484 51.4140963, -0.2577263 51.4145814, -0.257186 51.4147811, -0.2562946 51.4150047, -0.2556246 51.4151682, -0.2550032 51.4152426, -0.254722 51.415261, -0.2541998 51.4152802, -0.2535331 51.4152713, -0.2524693 51.415096, -0.2519062 51.4148781, -0.2517475 51.4144751, -0.251417 51.4134315, -0.2511509 51.4126821, -0.250945 51.4123555, -0.2508565 51.412261, -0.2507791 51.4121785, -0.2505587 51.4119433, -0.2500598 51.4114405, -0.2499757 51.4113674, -0.2496319 51.4110686, -0.2492863 51.4108314, -0.2491638 51.4107489, -0.2487564 51.4104942, -0.2479838 51.4100555, -0.2472014 51.4096109, -0.2470959 51.4095511, -0.2469358 51.4094607, -0.2464646 51.4091648, -0.2457451 51.4086781, -0.2455118 51.4085175, -0.2451702 51.4079699, -0.2450788 51.4078935, -0.2447909 51.4077085, -0.2445997 51.4075655, -0.2443875 51.4071839, -0.2443079 51.4067454, -0.2466181 51.4062895, -0.249977 51.4056212, -0.2502709 51.4065502, -0.2505515 51.4073891, -0.251061 51.4086919, -0.2517062 51.4092047))",,,,golf_course,Malden Golf Club,"[240018384, 240018385, 240018386, 240018388, 8098670873, 249492206, 8098670890, 240018389, 240018390, 8098670891, 240018391, 240018392, 240018393, 240018394, 240018396, 240018397, 240018398, 240018399, 240018400, 240018401, 240018405, 240018406, 240018407, 240018408, 240018409, 240018411, 240018413, 7743688575, 8122264935, 240018415, 240018416, 240018417, 240018419, 6535886943, 240018420, 240018421, 240018422, 6534874993, 6534874994, 240018423, 240018424, 6534874999, 6534465498, 6534874995, 240018425, 240018427, 240018428, 6534443477, 6534443482, 240018429, 240018430, 240018431, 240018432, 240018433, 240018435, 240018436, 240018437, 240018438, 240018439, 240018440, 240018441, 54056264, 54056280, 54056279, 240018384]",,,,,,,,,,,,,,,,,,KT3 4RS,,,,,,,,,,,,,,,
"POLYGON ((-0.2730424 51.4234868, -0.2714546 51.4223361, -0.2695392 51.421195, -0.2678068 51.4201149, -0.2670849 51.4189713, -0.268988 51.4188781, -0.2700147 51.4193294, -0.2703619 51.4192785, -0.2714117 51.4191247, -0.2715893 51.4189879, -0.2724124 51.419158, -0.2730034 51.4192873, -0.273269 51.4189118, -0.274019 51.4190408, -0.2742008 51.4186815, -0.2750698 51.4188418, -0.2753008 51.4185049, -0.2754255 51.4182836, -0.2754383 51.4179552, -0.2762182 51.4171977, -0.2751529 51.4170579, -0.2751926 51.4167245, -0.2751611 51.4159117, -0.2752256 51.4155564, -0.2760806 51.4150722, -0.2764853 51.41487, -0.2769824 51.4147321, -0.2775823 51.4148487, -0.2790701 51.4151437, -0.2791233 51.4156055, -0.2790633 51.4157081, -0.2784351 51.4164677, -0.2789535 51.4166217, -0.2791428 51.4163798, -0.2794501 51.4164675, -0.280381 51.4173583, -0.2786214 51.4183218, -0.2771891 51.418121, -0.2767815 51.4186396, -0.2767172 51.4189755, -0.2763633 51.41895, -0.2760178 51.4188983, -0.2755632 51.4188431, -0.2753425 51.4191845, -0.2744157 51.4206769, -0.2740336 51.4214072, -0.2739094 51.4217851, -0.2739921 51.4225137, -0.2736004 51.4231016, -0.2730424 51.4234868))",,,,golf_course,Coombe Wood Golf Course,"[240763855, 240763856, 240763857, 240763859, 240763861, 240763862, 240763863, 5157228805, 240763864, 7612574370, 240763865, 7612574369, 7612574368, 7612574367, 240763866, 7612574366, 240763867, 9680015419, 9680015420, 240763868, 240763869, 240763870, 240763874, 240763875, 240763876, 240763878, 240763881, 240763882, 240763883, 278693426, 278693613, 278693428, 240763884, 278693542, 240763885, 240763886, 240763888, 240763889, 240763890, 7613048411, 5799287260, 7613048413, 7613048412, 240763892, 240763893, 1557570282, 240763894, 240763895, 1557570298, 240763855]",,Royal Borough of Kingston upon Thames,,KT2 7NS,George Road,18 hole Par 66,18_hole,66,+44 20 8942 0388,https://www.coombewoodgolf.com/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3593224 51.4375246, -0.3620669 51.4371753, -0.3648068 51.4368288, -0.3650344 51.4361712, -0.3680719 51.4356719, -0.3681901 51.4352299, -0.3683623 51.4350431, -0.3690354 51.4352102, -0.3693104 51.4353998, -0.3694901 51.4354688, -0.3696586 51.4355335, -0.3697622 51.4356658, -0.3698647 51.435728, -0.370161 51.4356876, -0.3707609 51.4355347, -0.3712909 51.4359284, -0.3713357 51.4359848, -0.3717985 51.4363545, -0.3719361 51.4364643, -0.3720073 51.4365679, -0.3719977 51.4366254, -0.3718291 51.436675, -0.3716446 51.436677, -0.371514 51.4367274, -0.3712128 51.4369217, -0.3710524 51.4369985, -0.3710124 51.4370539, -0.3710798 51.4371279, -0.3710799 51.4371974, -0.3710557 51.4372707, -0.3709832 51.4372386, -0.3707988 51.4372665, -0.3707476 51.4373084, -0.370519 51.4373305, -0.3703926 51.4373671, -0.3703139 51.4373473, -0.3701329 51.4373882, -0.3701711 51.43743, -0.3691203 51.4376116, -0.3679012 51.4379346, -0.3670152 51.4380722, -0.3666331 51.438207, -0.3660647 51.4383123, -0.3649073 51.4385413, -0.3638621 51.4387457, -0.3617748 51.4390992, -0.36157 51.4391149, -0.3614639 51.4390592, -0.3614002 51.4389695, -0.3604077 51.4383285, -0.3603376 51.4382832, -0.3603662 51.4382083, -0.3596798 51.4377373, -0.3593224 51.4375246))",,,,golf_course,David Lloyd Hampton,"[2973181270, 2973181269, 2973181268, 2973181267, 2973181266, 2973181265, 248838504, 8635231088, 8635231089, 8895483116, 8635231090, 8635231091, 8048020685, 8895483090, 8895197048, 2807473856, 2283974875, 7920170488, 2807473861, 248838506, 2807222400, 2807222502, 2807222503, 376833674, 2283974874, 2283974876, 2807222510, 376833663, 7920170504, 7920170505, 7920170325, 7920170324, 8897476698, 7920170323, 8897476699, 7920170322, 7920170321, 8897476700, 7920170320, 248838480, 2808138567, 8048015116, 248838481, 248838482, 248838483, 1509260982, 248838484, 2808138569, 1509240934, 7577297620, 248838485, 248838486, 1509240895, 2973181270]",,Hampton,,TW2 5JD,Staines Road,9 hole Par 35,9_hole,35,+44 20 8783 2401,https://www.davidlloyd.co.uk/club-finder/hampton/golf,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3476188 51.4364438, -0.3467515 51.4368211, -0.3452244 51.4374304, -0.3436866 51.4381544, -0.3430548 51.4384279, -0.3426101 51.4383054, -0.3422217 51.4383016, -0.3420524 51.4383177, -0.341847 51.4378283, -0.3413236 51.4378569, -0.3413124 51.437828, -0.3411675 51.4378447, -0.3411488 51.4379182, -0.3411204 51.4379353, -0.341085 51.4382407, -0.3404456 51.4382503, -0.3399874 51.4382612, -0.3398098 51.4381764, -0.3396071 51.438161, -0.3398112 51.4376313, -0.3401413 51.4372194, -0.3404402 51.4369028, -0.3409013 51.4365412, -0.3413505 51.4362352, -0.3418276 51.4359943, -0.3423199 51.4357684, -0.3429064 51.4356171, -0.3435237 51.4354379, -0.3461595 51.4347698, -0.3463298 51.4350225, -0.3464267 51.4351662, -0.34699 51.4355668, -0.3470774 51.4356623, -0.3472685 51.4359006, -0.3474454 51.4361852, -0.3476188 51.4364438))",,yahoo,,golf_course,Strawberry Hill Golf Club,"[248974020, 373925202, 248974021, 2071433290, 324345561, 3541878539, 3541878540, 3541878538, 248974026, 8003654602, 8003654603, 248974027, 8003654605, 8003654604, 371598876, 248974028, 248974058, 8003654601, 248974059, 248974060, 3541878548, 248974061, 3541878549, 248974062, 3541878550, 248974063, 3541878551, 248974065, 248974066, 7919978877, 248974067, 7576190267, 7494954339, 7494954341, 7494954342, 248974020]",,,,TW2 5SD,Wellesley Road,,,,,,,,,,,,,,353879,,,,,,,,FHRS Open Data,,,,,,
